Date,State,Infected,Recovered,Death
17-04-2021,Tamil Nadu,971384,896759,13032
18-04-2021,Tamil Nadu,980728,902022,13071
19-04-2021,Tamil Nadu,991451,907947,13113
20-04-2021,Tamil Nadu,1002392,914119,13157
21-04-2021,Tamil Nadu,1013378,920369,13205
22-04-2021,Tamil Nadu,1025059,927440,13258
23-04-2021,Tamil Nadu,1037711,934966,13317
24-04-2021,Tamil Nadu,1051487,943044,13395
25-04-2021,Tamil Nadu,1066329,952186,13475
26-04-2021,Tamil Nadu,1081988,963251,13557
27-04-2021,Tamil Nadu,1097672,976876,13651
28-04-2021,Tamil Nadu,1113502,990919,13728
29-04-2021,Tamil Nadu,1130167,1006033,13826
30-04-2021,Tamil Nadu,1148064,1021575,13933
1/5/2021,Tamil Nadu,1166756,1037582,14046
2/5/2021,Tamil Nadu,1186344,1054746,14193
3/5/2021,Tamil Nadu,1207112,1072322,14346
4/5/2021,Tamil Nadu,1228064,1090338,14468
5/5/2021,Tamil Nadu,1249292,1109450,14612
6/5/2021,Tamil Nadu,1272602,1129512,14779
7/5/2021,Tamil Nadu,1297500,1151058,14974
8/5/2021,Tamil Nadu,1323965,1173439,15171
9/5/2021,Tamil Nadu,1351362,1196549,15412
10/5/2021,Tamil Nadu,1380259,1220064,15648
11/5/2021,Tamil Nadu,1409237,1240968,15880
12/5/2021,Tamil Nadu,1438509,1260150,16178
13-05-2021,Tamil Nadu,1468864,1279658,16471
14-05-2021,Tamil Nadu,1499485,1298945,16768
15-05-2021,Tamil Nadu,1531377,1318982,17056
16-05-2021,Tamil Nadu,1565035,1339887,17359
17-05-2021,Tamil Nadu,1598216,1361204,17670
18-05-2021,Tamil Nadu,1631291,1381690,18005
19-05-2021,Tamil Nadu,1664350,1403052,18369
20-05-2021,Tamil Nadu,1699225,1426915,18734
21-05-2021,Tamil Nadu,1734804,1452283,19131
22-05-2021,Tamil Nadu,1770988,1476761,19598
23-05-2021,Tamil Nadu,1806861,1502537,20046
24-05-2021,Tamil Nadu,1842344,1527733,20468
25-05-2021,Tamil Nadu,1877211,1554759,20872
26-05-2021,Tamil Nadu,1911496,1583504,21340
27-05-2021,Tamil Nadu,1945260,1613221,21815
28-05-2021,Tamil Nadu,1978621,1643284,22289
29-05-2021,Tamil Nadu,2009700,1674539,22775
30-05-2021,Tamil Nadu,2039716,1706298,23261
31-05-2021,Tamil Nadu,2068580,1739280,23754
1/6/2021,Tamil Nadu,2096516,1770503,24232
2/6/2021,Tamil Nadu,2123029,1802176,24722
3/6/2021,Tamil Nadu,2148346,1834439,25205
4/6/2021,Tamil Nadu,2172751,1866660,25665
5/6/2021,Tamil Nadu,2195402,1900306,26128
6/6/2021,Tamil Nadu,2216812,1932778,26571
7/6/2021,Tamil Nadu,2237233,1965939,27005
8/6/2021,Tamil Nadu,2256681,1997299,27356
9/6/2021,Tamil Nadu,2274704,2028344,27765
10/6/2021,Tamil Nadu,2292025,2059597,28170
11/6/2021,Tamil Nadu,2308838,2091646,28528
12/6/2021,Tamil Nadu,2324597,2120889,28906
13-06-2021,Tamil Nadu,2339705,2148352,29280
14-06-2021,Tamil Nadu,2353721,2174247,29547
15-06-2021,Tamil Nadu,2366493,2199808,29801
16-06-2021,Tamil Nadu,2378298,2223015,30068
17-06-2021,Tamil Nadu,2388746,2244073,30338
18-06-2021,Tamil Nadu,2397864,2266793,30548
19-06-2021,Tamil Nadu,2406497,2286653,30835
20-06-2021,Tamil Nadu,2414680,2304885,31015
21-06-2021,Tamil Nadu,2422497,2321928,31197
22-06-2021,Tamil Nadu,2429924,2337209,31386
23-06-2021,Tamil Nadu,2436819,2348353,31580
24-06-2021,Tamil Nadu,2443415,2358785,31746
25-06-2021,Tamil Nadu,2449577,2367831,31901
26-06-2021,Tamil Nadu,2455332,2375963,32051
27-06-2021,Tamil Nadu,2460747,2383624,32199
28-06-2021,Tamil Nadu,2465874,2390783,32290
29-06-2021,Tamil Nadu,2470678,2397336,32388
30-06-2021,Tamil Nadu,2475190,2403349,32506
1/7/2021,Tamil Nadu,2479696,2408886,32619
2/7/2021,Tamil Nadu,2484177,2413930,32721
3/7/2021,Tamil Nadu,2488407,2418882,32818
4/7/2021,Tamil Nadu,2492420,2423606,32933
5/7/2021,Tamil Nadu,2496287,2427988,33005
6/7/2021,Tamil Nadu,2500002,2432017,33059
7/7/2021,Tamil Nadu,2503481,2435872,33132
8/7/2021,Tamil Nadu,2506848,2439576,33196
9/7/2021,Tamil Nadu,2510059,2443141,33253
10/7/2021,Tamil Nadu,2513098,2446552,33322
11/7/2021,Tamil Nadu,2516011,2449873,33371
12/7/2021,Tamil Nadu,2518786,2453061,33418
13-07-2021,Tamil Nadu,2521438,2456165,33454
14-07-2021,Tamil Nadu,2523943,2459223,33502
15-07-2021,Tamil Nadu,2526401,2462244,33557
16-07-2021,Tamil Nadu,2528806,2465250,33606
17-07-2021,Tamil Nadu,2531118,2468236,33652
18-07-2021,Tamil Nadu,2533323,2471038,33695
19-07-2021,Tamil Nadu,2535402,2473781,33724
20-07-2021,Tamil Nadu,2537373,2476339,33752
21-07-2021,Tamil Nadu,2539277,2478778,33782
22-07-2021,Tamil Nadu,2541168,2481201,33809
23-07-2021,Tamil Nadu,2543040,2483676,33838
24-07-2021,Tamil Nadu,2544870,2486192,33862
25-07-2021,Tamil Nadu,2546689,2488775,33889
26-07-2021,Tamil Nadu,2548497,2491222,33911
27-07-2021,Tamil Nadu,2550282,2493583,33937
28-07-2021,Tamil Nadu,2552049,2495895,33966
29-07-2021,Tamil Nadu,2553805,2498289,33995
30-07-2021,Tamil Nadu,2555664,2500434,34023
31-07-2021,Tamil Nadu,2557611,2502627,34050
1/8/2021,Tamil Nadu,2559597,2504805,34076
2/8/2021,Tamil Nadu,2561587,2506961,34102
3/8/2021,Tamil Nadu,2563544,2509029,34130
4/8/2021,Tamil Nadu,2565452,2511076,34159
5/8/2021,Tamil Nadu,2567401,2513087,34197
6/8/2021,Tamil Nadu,2569398,2515030,34230
7/8/2021,Tamil Nadu,2571383,2516938,34260
8/8/2021,Tamil Nadu,2573352,2518777,34289
9/8/2021,Tamil Nadu,2575308,2520584,34317
10/8/2021,Tamil Nadu,2577237,2522470,34340
11/8/2021,Tamil Nadu,2579130,2524400,34367
12/8/2021,Tamil Nadu,2581094,2526317,34395
13-08-2021,Tamil Nadu,2583036,2528209,34428
14-08-2021,Tamil Nadu,2584969,2530096,34462
15-08-2021,Tamil Nadu,2586885,2531962,34496
16-08-2021,Tamil Nadu,2588781,2533804,34519
17-08-2021,Tamil Nadu,2590632,2535715,34547
18-08-2021,Tamil Nadu,2592436,2537632,34579
19-08-2021,Tamil Nadu,2594233,2539540,34610
20-08-2021,Tamil Nadu,2595935,2541432,34639
21-08-2021,Tamil Nadu,2597603,2543319,34663
22-08-2021,Tamil Nadu,2599255,2545178,34686
23-08-2021,Tamil Nadu,2600885,2547005,34709
24-08-2021,Tamil Nadu,2602489,2548868,34734
25-08-2021,Tamil Nadu,2604074,2550710,34761
26-08-2021,Tamil Nadu,2605647,2552507,34788
27-08-2021,Tamil Nadu,2607206,2554323,34814
28-08-2021,Tamil Nadu,2608748,2556116,34835
29-08-2021,Tamil Nadu,2610299,2557884,34856
30-08-2021,Tamil Nadu,2611837,2559637,34878
31-08-2021,Tamil Nadu,2613360,2561376,34899
1/9/2021,Tamil Nadu,2614872,2563101,34921
2/9/2021,Tamil Nadu,2616381,2564820,34941
3/9/2021,Tamil Nadu,2617943,2566504,34961
4/9/2021,Tamil Nadu,2619511,2568161,34980
5/9/2021,Tamil Nadu,2621086,2569771,35000
6/9/2021,Tamil Nadu,2622678,2571378,35018
7/9/2021,Tamil Nadu,2624234,2572942,35036
8/9/2021,Tamil Nadu,2625778,2574518,35055
9/9/2021,Tamil Nadu,2627365,2576112,35073
10/9/2021,Tamil Nadu,2628961,2577646,35094
11/9/2021,Tamil Nadu,2630592,2579169,35119
12/9/2021,Tamil Nadu,2632231,2580686,35146
13-09-2021,Tamil Nadu,2633839,2582198,35168
14-09-2021,Tamil Nadu,2635419,2583707,35190
15-09-2021,Tamil Nadu,2637010,2585244,35217
16-09-2021,Tamil Nadu,2638668,2586786,35246
17-09-2021,Tamil Nadu,2638668,2586786,35246
18-09-2021,Tamil Nadu,2640361,2588334,35271
19-09-2021,Tamil Nadu,2643683,2591480,35310
20-09-2021,Tamil Nadu,2645380,2593074,35337
21-09-2021,Tamil Nadu,2647041,2594697,35360
22-09-2021,Tamil Nadu,2648688,2596316,35379
23-09-2021,Tamil Nadu,2650370,2597943,35400
24-09-2021,Tamil Nadu,2652115,2599567,35427
25-09-2021,Tamil Nadu,2653848,2601198,35454
26-09-2021,Tamil Nadu,2655572,2602833,35476
27-09-2021,Tamil Nadu,2657266,2604491,35490
28-09-2021,Tamil Nadu,2658923,2606153,35509
29-09-2021,Tamil Nadu,2660553,2607796,35526
30-09-2021,Tamil Nadu,2662177,2609435,35550
1/10/2021,Tamil Nadu,2663789,2611061,35578
2/10/2021,Tamil Nadu,2665386,2612684,35603
3/10/2021,Tamil Nadu,2666964,2614291,35627
4/10/2021,Tamil Nadu,2668495,2615873,35650
5/10/2021,Tamil Nadu,2669962,2617432,35666
6/10/2021,Tamil Nadu,2671411,2618980,35682
7/10/2021,Tamil Nadu,2672843,2620499,35707
8/10/2021,Tamil Nadu,2674233,2621986,35734
9/10/2021,Tamil Nadu,2675592,2623459,35754
10/10/2021,Tamil Nadu,2676936,2624916,35768
11/10/2021,Tamil Nadu,2678265,2626352,35783
12/10/2021,Tamil Nadu,2679568,2627780,35796
13-10-2021,Tamil Nadu,2680857,2629201,35814
14-10-2021,Tamil Nadu,2682137,2630654,35833
15-10-2021,Tamil Nadu,2683396,2632092,35853
16-10-2021,Tamil Nadu,2684641,2633534,35869
17-10-2021,Tamil Nadu,2685874,2634968,35884
18-10-2021,Tamil Nadu,2687092,2636379,35899
19-10-2021,Tamil Nadu,2688284,2637802,35912
20-10-2021,Tamil Nadu,2689463,2639209,35928
21-10-2021,Tamil Nadu,2690633,2640627,35948
22-10-2021,Tamil Nadu,2691797,2642039,35968
23-10-2021,Tamil Nadu,2692949,2643431,35987
24-10-2021,Tamil Nadu,2694089,2644805,36004
25-10-2021,Tamil Nadu,2695216,2646163,36019
26-10-2021,Tamil Nadu,2696328,2647504,36033
27-10-2021,Tamil Nadu,2697418,2648830,36048
28-10-2021,Tamil Nadu,2698493,2650145,36060
29-10-2021,Tamil Nadu,2699554,2651431,36072
30-10-2021,Tamil Nadu,2700593,2652660,36083
31-10-2021,Tamil Nadu,2701614,2653832,36097
1/11/2021,Tamil Nadu,2702623,2655015,36116
2/11/2021,Tamil Nadu,2703613,2656168,36136
3/11/2021,Tamil Nadu,2704586,2657282,36157
4/11/2021,Tamil Nadu,2705548,2658360,36176
5/11/2021,Tamil Nadu,2706493,2659407,36191
6/11/2021,Tamil Nadu,2707368,2660419,36204
7/11/2021,Tamil Nadu,2708230,2661428,36214
8/11/2021,Tamil Nadu,2709080,2662386,36220
9/11/2021,Tamil Nadu,2709921,2663323,36226
10/11/2021,Tamil Nadu,2710756,2664247,36238
11/11/2021,Tamil Nadu,2711584,2665178,36247
12/11/2021,Tamil Nadu,2712404,2666140,36251
13-11-2021,Tamil Nadu,2713216,2667067,36259
14-11-2021,Tamil Nadu,2714025,2668001,36273
15-11-2021,Tamil Nadu,2714830,2668930,36284
16-11-2021,Tamil Nadu,2715632,2669848,36296
17-11-2021,Tamil Nadu,2716421,2670761,36311
18-11-2021,Tamil Nadu,2717203,2671668,36324
19-11-2021,Tamil Nadu,2717978,2672564,36336
20-11-2021,Tamil Nadu,2718750,2673448,36349
21-11-2021,Tamil Nadu,2719515,2674327,36361
22-11-2021,Tamil Nadu,2720271,2675174,36375
23-11-2021,Tamil Nadu,2721021,2676017,36388
24-11-2021,Tamil Nadu,2721762,2676825,36401
25-11-2021,Tamil Nadu,2722506,2677607,36415
26-11-2021,Tamil Nadu,2723245,2678371,36432
27-11-2021,Tamil Nadu,2723991,2679130,36443
28-11-2021,Tamil Nadu,2724731,2679895,36454
29-11-2021,Tamil Nadu,2725467,2680667,36463
30-11-2021,Tamil Nadu,2726197,2681434,36472
1/12/2021,Tamil Nadu,2726917,2682192,36481
2/12/2021,Tamil Nadu,2727635,2682943,36492
3/12/2021,Tamil Nadu,2728350,2683691,36504
4/12/2021,Tamil Nadu,2729061,2684450,36513
5/12/2021,Tamil Nadu,2729792,2685203,36519
6/12/2021,Tamil Nadu,2730516,2685946,36529
7/12/2021,Tamil Nadu,2731235,2686683,36539
8/12/2021,Tamil Nadu,2731945,2687414,36549
9/12/2021,Tamil Nadu,2732648,2688142,36560
10/12/2021,Tamil Nadu,2733346,2688888,36575
11/12/2021,Tamil Nadu,2734034,2689627,36586
12/12/2021,Tamil Nadu,2734715,2690346,36599
13-12-2021,Tamil Nadu,2735389,2691054,36612
14-12-2021,Tamil Nadu,2736046,2691756,36624
15-12-2021,Tamil Nadu,2736695,2692451,36633
16-12-2021,Tamil Nadu,2737335,2693143,36644
17-12-2021,Tamil Nadu,2737962,2693830,36656
18-12-2021,Tamil Nadu,2738583,2694509,36667
19-12-2021,Tamil Nadu,2739196,2695174,36676
20-12-2021,Tamil Nadu,2739806,2695856,36680
21-12-2021,Tamil Nadu,2740411,2696553,36686
22-12-2021,Tamil Nadu,2741013,2697244,36691
23-12-2021,Tamil Nadu,2741617,2697939,36699
24-12-2021,Tamil Nadu,2742224,2698628,36707
25-12-2021,Tamil Nadu,2742821,2699309,36714
26-12-2021,Tamil Nadu,2743427,2699994,36725
27-12-2021,Tamil Nadu,2744037,2700673,36735
28-12-2021,Tamil Nadu,2744642,2701336,36744
29-12-2021,Tamil Nadu,2745261,2701974,36750
30-12-2021,Tamil Nadu,2746000,2702588,36758
31-12-2021,Tamil Nadu,2746890,2703196,36765
1/1/2022,Tamil Nadu,2748045,2703799,36776
2/1/2022,Tamil Nadu,2749534,2704410,36784
3/1/2022,Tamil Nadu,2751128,2705034,36790
4/1/2022,Tamil Nadu,2752856,2705696,36796
5/1/2022,Tamil Nadu,2755587,2706370,36805
6/1/2022,Tamil Nadu,2760449,2707058,36814
7/1/2022,Tamil Nadu,2767432,2707779,36825
8/1/2022,Tamil Nadu,2776413,2708763,36833
9/1/2022,Tamil Nadu,2787391,2710288,36843
10/1/2022,Tamil Nadu,2800286,2712096,36855
11/1/2022,Tamil Nadu,2814276,2714643,36866
12/1/2022,Tamil Nadu,2829655,2717686,36886
13-01-2022,Tamil Nadu,2847589,2721725,36905
14-01-2022,Tamil Nadu,2868500,2727960,36930
15-01-2022,Tamil Nadu,2891959,2736986,36956
16-01-2022,Tamil Nadu,2915948,2747974,36967
17-01-2022,Tamil Nadu,2939923,2760458,36989
18-01-2022,Tamil Nadu,2963366,2774009,37009
19-01-2022,Tamil Nadu,2987254,2789045,37038
20-01-2022,Tamil Nadu,3014235,2806501,37073
21-01-2022,Tamil Nadu,3042796,2826479,37112
22-01-2022,Tamil Nadu,3072666,2848163,37145
23-01-2022,Tamil Nadu,3103410,2871535,37178
24-01-2022,Tamil Nadu,3133990,2895818,37218
25-01-2022,Tamil Nadu,3164205,2920457,37264
26-01-2022,Tamil Nadu,3194260,2945678,37312
27-01-2022,Tamil Nadu,3224236,2973185,37359
28-01-2022,Tamil Nadu,3252751,3001805,37412
29-01-2022,Tamil Nadu,3279284,3029961,37460
30-01-2022,Tamil Nadu,3303702,3057846,37506
31-01-2022,Tamil Nadu,3325940,3084470,37544
1/2/2022,Tamil Nadu,3345220,3109526,37564
2/2/2022,Tamil Nadu,3361316,3135118,37599
3/2/2022,Tamil Nadu,3375329,3159694,37636
4/2/2022,Tamil Nadu,3387322,3182778,37666
5/2/2022,Tamil Nadu,3397238,3204213,37696
6/2/2022,Tamil Nadu,3404762,3228151,37733
7/2/2022,Tamil Nadu,3410882,3251295,37759
8/2/2022,Tamil Nadu,3415986,3272322,37772
9/2/2022,Tamil Nadu,3420505,3292559,37809
10/2/2022,Tamil Nadu,3424476,3309032,37837
11/2/2022,Tamil Nadu,3428068,3323214,37862
12/2/2022,Tamil Nadu,3431154,3337265,37887
13-02-2022,Tamil Nadu,3433966,3348419,37904
14-02-2022,Tamil Nadu,3436262,3356648,37915
15-02-2022,Tamil Nadu,3437896,3364013,37932
16-02-2022,Tamil Nadu,3439221,3369907,37946
17-02-2022,Tamil Nadu,3440531,3375281,37956
18-02-2022,Tamil Nadu,3441783,3380049,37962
19-02-2022,Tamil Nadu,3442929,3384278,37970
20-02-2022,Tamil Nadu,3443980,3387839,37977
21-02-2022,Tamil Nadu,3444929,3391011,37980
22-02-2022,Tamil Nadu,3445717,3393703,37981
23-02-2022,Tamil Nadu,3446388,3396078,37989
24-02-2022,Tamil Nadu,3447006,3398231,37993
25-02-2022,Tamil Nadu,3447581,3400144,37997
26-02-2022,Tamil Nadu,3448088,3401938,38000
27-02-2022,Tamil Nadu,3448568,3403402,38002
28-02-2022,Tamil Nadu,3449007,3404611,38003
1/3/2022,Tamil Nadu,3449373,3405624,38004
2/3/2022,Tamil Nadu,3449721,3406649,38006
3/3/2022,Tamil Nadu,3450041,3407595,38009
4/3/2022,Tamil Nadu,3450333,3408373,38010
5/3/2022,Tamil Nadu,3450594,3409078,38011
6/3/2022,Tamil Nadu,3450817,3409674,38012
7/3/2022,Tamil Nadu,3451013,3410228,38015
8/3/2022,Tamil Nadu,3451171,3410740,38017
9/3/2022,Tamil Nadu,3451322,3411158,38019
10/3/2022,Tamil Nadu,3451469,3411545,38021
11/3/2022,Tamil Nadu,3451598,3411899,38023
12/3/2022,Tamil Nadu,3451710,3412226,38023
13-03-2022,Tamil Nadu,3451815,3412491,38023
14-03-2022,Tamil Nadu,3451910,3412714,38023
15-03-2022,Tamil Nadu,3451996,3412918,38024
16-03-2022,Tamil Nadu,3452073,3413087,38024
17-03-2022,Tamil Nadu,3452145,3413248,38024
18-03-2022,Tamil Nadu,3452215,3413394,38025
19-03-2022,Tamil Nadu,3452276,3413521,38025
20-03-2022,Tamil Nadu,3452334,3413639,38025
21-03-2022,Tamil Nadu,3452390,3413745,38025
22-03-2022,Tamil Nadu,3452442,3413841,38025
23-03-2022,Tamil Nadu,3452490,3413930,38025
24-03-2022,Tamil Nadu,3452534,3414004,38025
25-03-2022,Tamil Nadu,3452575,3414075,38025
26-03-2022,Tamil Nadu,3452612,3414141,38025
27-03-2022,Tamil Nadu,3452647,3414204,38025
28-03-2022,Tamil Nadu,3452681,3414262,38025
29-03-2022,Tamil Nadu,3452714,3414323,38025
30-03-2022,Tamil Nadu,3452751,3414387,38025
31-03-2022,Tamil Nadu,3452790,3414443,38025
1/4/2022,Tamil Nadu,3452825,3414494,38025
2/4/2022,Tamil Nadu,3452857,3414539,38025
3/4/2022,Tamil Nadu,3452887,3414578,38025
4/4/2022,Tamil Nadu,3452910,3414610,38025
5/4/2022,Tamil Nadu,3452931,3414643,38025
6/4/2022,Tamil Nadu,3452955,3414674,38025
7/4/2022,Tamil Nadu,3452985,3414702,38025
8/4/2022,Tamil Nadu,3453011,3414739,38025
9/4/2022,Tamil Nadu,3453033,3414771,38025
10/4/2022,Tamil Nadu,3453054,3414800,38025
11/4/2022,Tamil Nadu,3453084,3414831,38025
12/4/2022,Tamil Nadu,3453112,3414858,38025
13-04-2022,Tamil Nadu,3453134,3414883,38025
14-04-2022,Tamil Nadu,3453163,3414910,38025
15-04-2022,Tamil Nadu,3453188,3414933,38025
16-04-2022,Tamil Nadu,3453210,3414957,38025
17-04-2022,Tamil Nadu,3453233,3414983,38025
18-04-2022,Tamil Nadu,3453263,3415007,38025
19-04-2022,Tamil Nadu,3453290,3415033,38025
20-04-2022,Tamil Nadu,3453320,3415060,38025
21-04-2022,Tamil Nadu,3453351,3415083,38025
22-04-2022,Tamil Nadu,3453390,3415109,38025
23-04-2022,Tamil Nadu,3453447,3415136,38025
24-04-2022,Tamil Nadu,3453500,3415165,38025
25-04-2022,Tamil Nadu,3453552,3415193,38025
26-04-2022,Tamil Nadu,3453607,3415220,38025
27-04-2022,Tamil Nadu,3453679,3415250,38025
28-04-2022,Tamil Nadu,3453756,3415284,38025
29-04-2022,Tamil Nadu,3453829,3415316,38025
30-04-2022,Tamil Nadu,3453883,3415351,38025
1/5/2022,Tamil Nadu,3453932,3415394,38025
2/5/2022,Tamil Nadu,3453979,3415440,38025
3/5/2022,Tamil Nadu,3453979,3415440,38025
4/5/2022,Tamil Nadu,3454058,3415545,38025
5/5/2022,Tamil Nadu,3454058,3415545,38025
6/5/2022,Tamil Nadu,3454153,3415662,38025
7/5/2022,Tamil Nadu,3454217,3415718,38025
8/5/2022,Tamil Nadu,3454306,3415782,38025
9/5/2022,Tamil Nadu,3454353,3415850,38025
10/5/2022,Tamil Nadu,3454391,3415912,38025
11/5/2022,Tamil Nadu,3454431,3415965,38025
12/5/2022,Tamil Nadu,3454470,3416006,38025
13-05-2022,Tamil Nadu,3454512,3416049,38025
14-05-2022,Tamil Nadu,3454556,3416107,38025
15-05-2022,Tamil Nadu,3454591,3416158,38025
16-05-2022,Tamil Nadu,3454652,3416295,38025
17-05-2022,Tamil Nadu,3454686,3416337,38025
18-05-2022,Tamil Nadu,3454686,3416337,38025
19-05-2022,Tamil Nadu,3454722,3416376,38025
20-05-2022,Tamil Nadu,3454764,3416417,38025
21-05-2022,Tamil Nadu,3454801,3416461,38025
22-05-2022,Tamil Nadu,3454847,3416501,38025
23-05-2022,Tamil Nadu,3454890,3416537,38025
24-05-2022,Tamil Nadu,3454925,3416569,38025
25-05-2022,Tamil Nadu,3454984,3416605,38025
26-05-2022,Tamil Nadu,3455040,3416644,38025
27-05-2022,Tamil Nadu,3455099,3416687,38025
28-05-2022,Tamil Nadu,3455154,3416728,38025
29-05-2022,Tamil Nadu,3455210,3416773,38025
30-05-2022,Tamil Nadu,3455287,3416814,38025
31-05-2022,Tamil Nadu,3455376,3416858,38025
1/6/2022,Tamil Nadu,3455474,3416907,38025
2/6/2022,Tamil Nadu,3455613,3416959,38025
3/6/2022,Tamil Nadu,3455758,3417022,38025
4/6/2022,Tamil Nadu,3455871,3417090,38025
5/6/2022,Tamil Nadu,3455976,3417152,38025
6/6/2022,Tamil Nadu,3456083,3417222,38025
7/6/2022,Tamil Nadu,3456173,3417286,38025
8/6/2022,Tamil Nadu,3456317,3417365,38025
9/6/2022,Tamil Nadu,3456512,3417466,38025
10/6/2022,Tamil Nadu,3456697,3417595,38025
11/6/2022,Tamil Nadu,3456916,3417732,38025
12/6/2022,Tamil Nadu,3457133,3417877,38025
13-06-2022,Tamil Nadu,3457382,3418025,38025
14-06-2022,Tamil Nadu,3457637,3418159,38025
15-06-2022,Tamil Nadu,3457969,3418312,38025
16-06-2022,Tamil Nadu,3458445,3418481,38026
17-06-2022,Tamil Nadu,3458997,3418658,38026
18-06-2022,Tamil Nadu,3459586,3418866,38026
19-06-2022,Tamil Nadu,3460182,3419083,38026
20-06-2022,Tamil Nadu,3460874,3419326,38026
21-06-2022,Tamil Nadu,3461560,3419583,38026
22-06-2022,Tamil Nadu,3462297,3419905,38026
23-06-2022,Tamil Nadu,3463068,3420364,38026
24-06-2022,Tamil Nadu,3464131,3420931,38026
25-06-2022,Tamil Nadu,3465490,3421552,38026
26-06-2022,Tamil Nadu,3466872,3422169,38026
27-06-2022,Tamil Nadu,3468344,3422860,38026
28-06-2022,Tamil Nadu,3469805,3423557,38026
29-06-2022,Tamil Nadu,3471289,3424293,38026
30-06-2022,Tamil Nadu,3473116,3425057,38026
1/7/2022,Tamil Nadu,3475185,3426065,38026
2/7/2022,Tamil Nadu,3477570,3427386,38026
3/7/2022,Tamil Nadu,3480103,3428758,38026
4/7/2022,Tamil Nadu,3482775,3430245,38026
5/7/2022,Tamil Nadu,3485429,3431787,38026
6/7/2022,Tamil Nadu,3488091,3433299,38027
7/7/2022,Tamil Nadu,3490834,3435090,38027
8/7/2022,Tamil Nadu,3493599,3437193,38028
9/7/2022,Tamil Nadu,3496321,3439606,38028
10/7/2022,Tamil Nadu,3498992,3442122,38028
11/7/2022,Tamil Nadu,3498992,3442122,38028
12/7/2022,Tamil Nadu,3503977,3447147,38028
13-07-2022,Tamil Nadu,3506257,3449519,38028
14-07-2022,Tamil Nadu,3508526,3452216,38028
15-07-2022,Tamil Nadu,3510809,3454923,38028
16-07-2022,Tamil Nadu,3513121,3457605,38029
17-07-2022,Tamil Nadu,3515461,3460204,38029
18-07-2022,Tamil Nadu,3517777,3462662,38030
19-07-2022,Tamil Nadu,3520000,3465064,38030
20-07-2022,Tamil Nadu,3522142,3467283,38030
21-07-2022,Tamil Nadu,3524258,3469526,38030
22-07-2022,Tamil Nadu,3526351,3471816,38031
23-07-2022,Tamil Nadu,3528384,3474199,38032
24-07-2022,Tamil Nadu,3530398,3476523,38032
25-07-2022,Tamil Nadu,3532343,3478902,38032
26-07-2022,Tamil Nadu,3534246,3481121,38032
27-07-2022,Tamil Nadu,3536092,3483346,38032
28-07-2022,Tamil Nadu,3537895,3485579,38032
29-07-2022,Tamil Nadu,3539607,3487685,38032
30-07-2022,Tamil Nadu,3541231,3489689,38032
31-07-2022,Tamil Nadu,3542779,3491653,38032
1/8/2022,Tamil Nadu,3544246,3493543,38032
2/8/2022,Tamil Nadu,3545605,3495345,38032
3/8/2022,Tamil Nadu,3546907,3497079,38032
4/8/2022,Tamil Nadu,3548195,3498770,38033
5/8/2022,Tamil Nadu,3549406,3500386,38033
6/8/2022,Tamil Nadu,3550547,3501916,38033
7/8/2022,Tamil Nadu,3551641,3503347,38033
8/8/2022,Tamil Nadu,3552698,3504776,38033
9/8/2022,Tamil Nadu,3553670,3506229,38033
10/8/2022,Tamil Nadu,3554611,3507667,38033
11/8/2022,Tamil Nadu,3555538,3508919,38033
12/8/2022,Tamil Nadu,3556430,3510109,38033
13-08-2022,Tamil Nadu,3557254,3511249,38033
14-08-2022,Tamil Nadu,3558029,3512316,38033
15-08-2022,Tamil Nadu,3558788,3513349,38033
16-08-2022,Tamil Nadu,3559491,3514313,38033
17-08-2022,Tamil Nadu,3560161,3515240,38033
18-08-2022,Tamil Nadu,3560810,3516146,38033
19-08-2022,Tamil Nadu,3561453,3517020,38033
20-08-2022,Tamil Nadu,3562092,3517830,38033
21-08-2022,Tamil Nadu,3562719,3518599,38033
22-08-2022,Tamil Nadu,3563322,3519342,38033
23-08-2022,Tamil Nadu,3563913,3520038,38033
24-08-2022,Tamil Nadu,3564473,3520708,38033
25-08-2022,Tamil Nadu,3565020,3521357,38033
26-08-2022,Tamil Nadu,3565562,3522032,38034
27-08-2022,Tamil Nadu,3566101,3522660,38034
28-08-2022,Tamil Nadu,3566635,3523262,38034
29-08-2022,Tamil Nadu,3567160,3523858,38034
30-08-2022,Tamil Nadu,3567672,3524433,38035
31-08-2022,Tamil Nadu,3568166,3524970,38035
1/9/2022,Tamil Nadu,3568657,3525495,38035
2/9/2022,Tamil Nadu,3569142,3526014,38035
3/9/2022,Tamil Nadu,3569624,3526532,38036
4/9/2022,Tamil Nadu,3570097,3527027,38036
5/9/2022,Tamil Nadu,3570567,3527521,38036
6/9/2022,Tamil Nadu,3571030,3528004,38036
7/9/2022,Tamil Nadu,3571479,3528482,38037
8/9/2022,Tamil Nadu,NA,3528941,38038
00-01-1900,Tamil Nadu,NA,NA,NA
9/9/2022,Tamil Nadu,3572366,3529404,38038
10/9/2022,Tamil Nadu,3572802,3529846,38038
11/9/2022,Tamil Nadu,3573236,3530302,38038
12/9/2022,Tamil Nadu,3573667,3530763,38038
13-09-2022,Tamil Nadu,3574093,3531216,38038
14-09-2022,Tamil Nadu,3574514,3531665,38038
15-09-2022,Tamil Nadu,3574933,3532109,38039
